Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
103743,94070,100554,96592,95870,99898,97820,97677,6066,3607,2877,1085,5923,3750,2734,1228,3845,5828,656,3306,7873,1800,4684,722,197813,391265,197146,0
75761,73313,66763,82289,65337,66442,75415,73690,2071,377,6927,8599,346,2102,8652,6874,9319,6871,321,15847,10424,7976,1426,16952,149074,280884,149052,0
33251,32911,30311,30226,40143,35855,39705,28732,4519,4179,1579,1494,6454,6794,9394,9479,2604,2944,5544,5629,6892,7232,9832,9917,66162,144435,60537,0
26155,24916,23783,22426,25876,26567,27320,27287,1132,2371,3504,4861,1165,2404,3537,4894,412,1651,2784,4141,279,960,2093,3450,51071,107050,46209,0
54773,58392,57645,48971,58611,61512,63168,65111,10338,6719,7466,16140,8395,4776,5523,14197,6739,3120,3867,12541,3838,219,966,9640,113165,248402,106616,0
112197,119114,126030,103471,126277,124472,127367,137869,25672,18755,11839,34398,15170,8253,1337,23896,12275,5358,1558,21001,14080,7163,247,22806,231311,515985,229501,0
69903,70281,69828,58946,71323,72037,70541,58873,11030,11408,10955,73,638,260,713,11595,2134,1756,2209,13091,1420,1042,1495,12377,140184,272774,128774,0
61185,54909,51448,61825,47292,53578,43164,75840,14655,20931,24392,14015,18021,11745,8284,18661,7607,1331,2130,8247,13893,7617,4156,14533,116094,219874,113273,0
44901,41260,42760,51969,44771,43045,41073,86367,41466,45107,43607,34398,3828,187,1687,10896,1856,1785,285,8924,130,3511,2011,7198,86161,215256,94729,0
9060,8337,9218,4673,9831,9520,10416,4032,5028,4305,5186,641,1356,2079,1198,5743,460,1183,302,4847,771,1494,613,5158,17397,33799,13891,0
94103,86105,79091,105840,84076,84757,76840,76577,17526,9528,2514,29263,17263,9265,2251,29000,9346,1348,5666,21083,10027,2029,4985,21764,180208,322250,184931,0
73960,72027,66552,86380,71412,73234,65869,57334,16626,14693,9218,29046,8091,6158,683,20511,726,1207,6682,13146,2548,615,4860,14968,145987,267849,152932,0
106591,113211,108662,113523,115052,112440,113929,167920,61329,54709,59258,54397,7338,718,5267,406,5849,771,3778,1083,8461,1841,6390,1529,219802,509341,222185,0
133719,141238,115491,142964,130307,124054,113762,140721,7002,517,25230,2243,19957,27476,1729,29202,9665,17184,8563,18910,3412,10931,14816,12657,274957,508844,258455,0
216683,194607,189482,190416,201428,206423,202012,227494,10811,32887,38012,37078,14671,7405,12530,11596,10260,11816,16941,16007,15255,6821,11946,11012,411290,837357,379898,0
80349,78525,76866,56759,85477,88101,87057,76454,3895,2071,412,19695,6708,8532,10191,30298,7752,9576,11235,31342,5128,6952,8611,28718,158874,337089,133625,0
113281,112755,113134,120357,125631,116859,119571,176131,62850,63376,62997,55774,6290,6816,6437,786,3578,4104,3725,3498,12350,12876,12497,5274,226036,538192,233491,0
181376,169954,146212,196532,167938,154632,151931,191185,9809,21231,44973,5347,29445,18023,5719,44601,26744,15322,8420,41900,13438,2016,21726,28594,351330,665686,342744,0
231598,214075,199923,280185,198988,207561,194263,269255,37657,55180,69332,10930,37335,19812,5660,85922,24037,6514,7638,72624,32610,15087,935,81197,445673,870067,480108,0
48990,51063,43453,47914,52123,45228,48810,47045,1945,4018,3592,869,180,2253,5357,896,3762,5835,1775,2686,3133,1060,8670,4209,100053,193206,91367,0
182554,186938,175726,184354,217624,208081,211246,177670,4884,9268,1944,6684,28692,24308,35520,26892,25527,21143,32355,23727,35070,30686,41898,33270,369492,814621,360080,0
118077,122225,106976,124892,113188,114010,97884,132027,13950,9802,25051,7135,20193,24341,9092,27008,4067,8215,7034,10882,4889,9037,6212,11704,240302,457109,231868,0
186793,170044,172131,126737,195159,199353,218708,248859,62066,78815,76728,122122,31915,48664,46577,91971,12560,29309,27222,72616,8366,25115,23028,68422,356837,862079,298868,0
171323,139910,149935,165064,139243,147345,140892,157399,13924,17489,7464,7665,30431,982,9043,24172,23978,7435,2590,17719,32080,667,10692,25821,311233,584879,314999,0
132201,116939,124981,187840,113194,110516,90616,233157,100956,116218,108176,45317,41585,26323,34365,97224,21685,6423,14465,77324,19007,3745,11787,74646,249140,547483,312821,0
26047,25350,22120,31301,25287,23858,23437,41643,15596,16293,19523,10342,2610,1913,1317,7864,2189,1492,1738,7443,760,63,3167,6014,51397,114225,53421,0
160656,154121,151424,127166,161309,156679,167998,190565,29909,36444,39141,63399,7342,13877,16574,40832,3977,2558,5255,29513,653,7188,9885,34143,314777,676551,278590,0
135758,138045,123237,172287,151465,150700,155313,190085,54327,52040,66848,17798,19555,17268,32076,16974,14942,12655,27463,21587,15707,13420,28228,20822,273803,647563,295524,0
38984,39645,37052,57681,36691,36155,38345,47419,8435,7774,10367,10262,639,1300,1293,19336,2829,3490,897,21526,2293,2954,361,20990,78629,158610,94733,0
22176,18553,16381,32253,17158,16248,19962,26327,4151,7774,9946,5926,2214,1409,3581,12291,5928,2305,133,16005,5018,1395,777,15095,40729,79695,48634,0
58840,58609,55965,59462,56872,58038,53920,56090,2750,2519,125,3372,4920,4689,2045,5542,802,571,2073,1424,1968,1737,907,2590,117449,224920,115427,0
43788,45325,46375,55971,50828,49029,48661,82355,38567,37030,35980,26384,4873,3336,2286,7310,5241,3704,2654,6942,7040,5503,4453,5143,89113,230873,102346,0
26367,23751,23711,44809,22869,25288,27040,39759,13392,16008,16048,5050,673,3289,3329,17769,1079,1537,1577,19521,3498,882,842,21940,50118,114956,68520,0
104110,87453,92263,133123,94327,97414,94542,112181,8071,24728,19918,20942,9568,7089,2279,38581,6696,9961,5151,35709,9783,6874,2064,38796,191563,398464,225386,0
51672,56717,52733,56272,55160,59194,58901,86661,34989,29944,33928,30389,7229,2184,6168,2629,7522,2477,6461,2922,3488,1557,2427,1112,108389,259916,109005,0
68945,65863,63800,66757,65366,71271,61444,44393,24552,21470,19407,22364,7501,4419,2356,5313,2326,5408,7471,4514,3579,497,1566,1391,134808,242474,130557,0
118997,104505,108868,114588,113722,113763,112240,162970,43973,58465,54102,48382,6757,7735,3372,2348,5234,9258,4895,825,5275,9217,4854,866,223502,502695,223456,0
209541,211113,192395,204354,210072,208681,206385,245734,36193,34621,53339,41380,3156,4728,13990,2031,860,2432,16286,4327,531,1041,17677,5718,420654,870872,396749,0
92563,89277,99100,38463,108406,101073,109312,142450,49887,53173,43350,103987,16749,20035,10212,70849,8510,11796,1973,62610,15843,19129,9306,69943,181840,461241,137563,0
40837,33046,39107,51864,39282,39047,31260,33009,7828,37,6098,18855,9577,1786,7847,20604,1790,6001,60,12817,1555,6236,175,12582,73883,142598,90971,0
55768,53908,52684,28700,56402,56497,59797,35188,20580,18720,17496,6488,4029,5889,7113,31097,729,2589,3813,27797,634,2494,3718,27702,109676,207884,81384,0
52808,46936,52505,110975,50106,48849,45550,160069,107261,113133,107564,49094,7258,1386,6955,65425,3959,1913,3656,62126,2702,3170,2399,60869,99744,304574,163480,0
150564,155313,144693,173612,157131,155651,148309,159072,8508,3759,14379,14540,2255,7004,3616,25303,5087,338,10958,17961,6567,1818,12438,16481,305877,620163,318305,0
42362,40869,40757,27514,46338,42381,46390,66920,24558,26051,26163,39406,4028,5521,5633,18876,19,1512,1624,14867,3976,5469,5581,18824,83231,202029,68271,0
110363,100074,84939,104670,89376,87258,96223,109059,1304,8985,24120,4389,14140,3851,11284,8447,23105,12816,2319,17412,20987,10698,4437,15294,210437,381916,189609,0
71046,73339,72801,53199,72216,76002,68172,106991,35945,33652,34190,53792,2874,5167,4629,14973,4956,2663,3201,22803,1170,1123,585,19017,144385,323381,126000,0
145705,154926,137190,179177,136200,135214,129788,183508,37803,28582,46318,4331,15917,25138,7402,49389,10491,19712,1976,43963,9505,18726,990,42977,300631,584710,316367,0
95626,82824,88405,121338,90974,87737,91130,111261,15635,28437,22856,10077,4496,8306,2725,30208,7889,4913,668,33601,4652,8150,2569,30364,178450,381102,209743,0
28605,34702,33937,68923,30131,30453,28085,28558,47,6144,5379,40365,520,6617,5852,40838,1848,4249,3484,38470,1526,4571,3806,38792,63307,117227,102860,0
113506,97838,109846,142061,111984,116286,116366,192682,79176,94844,82836,50621,2860,18528,6520,25695,2780,18448,6440,25775,1522,14146,2138,30077,211344,537318,251907,0
157746,135815,135472,203903,139958,138627,130361,154247,3499,18432,18775,49656,27385,5454,5111,73542,19119,2812,3155,65276,17788,4143,4486,63945,293561,563193,339375,0
274595,244934,257414,268589,242482,252335,241681,425413,150818,180479,167999,156824,32914,3253,15733,26908,22260,7401,5079,16254,32113,2452,14932,26107,519529,1161911,526003,0
128092,114080,106505,136604,116495,115070,124666,189423,61331,75343,82918,52819,3426,10586,18161,11938,13022,990,8565,21534,11597,2415,9990,20109,242172,545654,243109,0
28781,31123,30024,30942,30112,32909,32640,42123,13342,11000,12099,11181,3859,1517,2616,1698,4128,1786,2885,1967,1331,1011,88,830,59904,137784,60966,0
21778,20419,18112,32926,22007,20287,20856,22625,847,2206,4513,10301,922,437,2744,12070,1491,132,2175,12639,229,1588,3895,10919,42197,85775,51038,0
21433,31590,25984,17688,33917,31378,25507,46140,24707,14550,20156,28452,4074,6083,477,7819,9945,212,5394,13690,12484,2327,7933,16229,53023,136942,43672,0
57072,51883,44599,62302,45082,48534,50302,47754,9318,4129,3155,14548,6770,1581,5703,12000,8538,3349,3935,13768,11990,6801,483,17220,108955,191672,106901,0
116366,121685,111224,116532,119083,116750,114648,131236,14870,9551,20012,14704,1718,7037,3424,1884,384,4935,5526,218,2717,2602,7859,2551,238051,481717,227756,0
49282,46757,44179,25435,47963,47497,44604,14094,35188,32663,30085,11341,4678,2153,425,19169,1785,740,3318,22062,1319,1206,3784,22528,96039,154158,69614,0
103717,103699,105837,132336,119051,111821,117078,207497,103780,103798,101660,75161,13361,13379,11241,15258,8104,8122,5984,20515,15334,15352,13214,13285,207416,555447,238173,0
19732,21421,17966,27369,21249,20262,19802,42316,22584,20895,24350,14947,70,1619,1836,7567,530,1159,2296,7107,1517,172,3283,6120,41153,103629,45335,0
100615,101635,98057,113530,101544,100156,103306,124536,23921,22901,26479,11006,2691,1671,5249,10224,459,1479,2099,13374,929,91,3487,11986,202250,429542,211587,0
51068,55303,60012,38011,53411,57829,59250,49632,1436,5671,10380,11621,8182,3947,762,21239,6761,2526,2183,19818,2343,1892,6601,15400,106371,220122,98023,0
62588,57024,50517,66549,55792,50269,53220,82658,20070,25634,32141,16109,9368,3804,2703,13329,12319,6755,248,16280,6796,1232,5275,10757,119612,241939,117066,0
28572,24569,27488,23409,27958,31709,31347,17828,10744,6741,9660,5581,2775,6778,3859,7938,3137,7140,4221,8300,614,3389,470,4549,53141,108842,50897,0
133696,159056,148550,189764,161458,168881,141773,250478,116782,91422,101928,60714,8077,17283,6777,47991,35185,9825,20331,20883,27762,2402,12908,28306,292752,722590,338314,0
87950,84455,80056,103834,81432,81059,82756,92091,4141,7636,12035,11743,5194,1699,2700,21078,6891,3396,1003,22775,6518,3023,1376,22402,172405,337338,183890,0
105955,102450,97405,129968,109762,106381,112247,208736,102781,106286,111331,78768,6292,9797,14842,17721,426,3931,8976,23587,3807,7312,12357,20206,208405,537126,227373,0
62806,60664,63219,84526,67390,65094,62247,59038,3768,1626,4181,25488,559,1583,972,22279,2288,4430,1875,19432,4584,6726,4171,17136,123470,253769,147745,0
93317,97745,86570,89108,92167,87369,89116,96285,2968,1460,9715,7177,4201,8629,2546,8,5948,10376,799,1739,1150,5578,5597,3059,191062,364937,175678,0
72471,68386,76987,126108,75300,80461,90891,141467,68996,73081,64480,15359,18420,22505,13904,35217,7990,12075,3474,45647,2829,6914,1687,50808,140857,388119,203095,0
90395,94249,81847,116775,100476,105692,107615,106088,15693,11839,24241,10687,17220,13366,25768,9160,15297,11443,23845,11083,10081,6227,18629,16299,184644,419871,198622,0
94761,87813,88860,88856,96279,96319,101300,74250,20511,13563,14610,14606,6539,13487,12440,12444,1558,8506,7459,7463,1518,8466,7419,7423,182574,368148,177716,0
151773,136973,124694,138482,137157,135019,128428,150323,1450,13350,25629,11841,23345,8545,3734,10054,16754,1954,10325,3463,14616,184,12463,1325,288746,550927,263176,0
113628,121792,106474,115637,113488,101933,112459,129543,15915,7751,23069,13906,1169,9333,5985,3178,11695,19859,4541,13704,140,8304,7014,2149,235420,457423,222111,0
69148,69597,63965,80066,68138,66027,65553,78172,9024,8575,14207,1894,3595,4044,1588,14513,3121,3570,2062,14039,1010,1459,4173,11928,138745,277890,144031,0
106550,98916,91264,88690,104646,95133,93685,170743,64193,71827,79479,82053,12865,5231,2421,4995,11417,3783,3869,6443,1904,5730,13382,15956,205466,464207,179954,0
92838,77513,86500,88736,99052,100002,105088,61984,30854,15529,24516,26752,12250,27575,18588,16352,7164,22489,13502,11266,6214,21539,12552,10316,170351,366126,175236,0
89511,84555,81600,52471,87285,86627,84121,67459,22052,17096,14141,14988,5390,434,2521,31650,2884,2072,5027,34156,2226,2730,5685,34814,174066,325492,134071,0
114051,98313,106459,96388,103644,102863,102517,123227,9176,24914,16768,26839,11534,4204,3942,6129,11188,4550,3596,6475,10407,5331,2815,7256,212364,432251,202847,0
29011,26920,22478,22030,22874,24198,22169,29097,86,2177,6619,7067,6842,4751,309,139,4813,2722,1720,2168,6137,4046,396,844,55931,98338,44508,0
35123,36091,34324,34584,35600,36597,35534,33878,1245,2213,446,706,411,557,1210,950,1474,506,2273,2013,477,491,1276,1016,71214,141609,68908,0
22406,21182,23217,25476,21010,21567,23413,19744,2662,1438,3473,5732,1007,2231,196,2063,839,385,1650,3909,1396,172,2207,4466,43588,85734,48693,0
56025,55714,53271,57420,55809,53424,54931,75626,19601,19912,22355,18206,1094,783,1660,2489,2601,2290,153,3996,216,95,2538,1611,111739,239790,110691,0
54863,51692,47416,32740,55626,53548,53102,24909,29954,26783,22507,7831,1761,1410,5686,20362,1315,1856,6132,20808,763,3934,8210,22886,106555,187185,80156,0
3161,3412,3051,1163,3421,3345,3402,635,2526,2777,2416,528,241,10,351,2239,184,67,294,2182,260,9,370,2258,6573,10803,4214,0
42383,41256,39973,55993,42617,40665,41559,34984,7399,6272,4989,21009,824,303,1586,14434,1718,591,692,15328,234,1361,2644,13376,83639,159825,95966,0
79549,73126,72866,65442,71981,73961,70517,63498,16051,9628,9368,1944,9032,2609,2349,5075,5588,835,1095,8519,7568,1145,885,6539,152675,279957,138308,0
43979,42941,39672,49045,42002,44176,38588,38511,5468,4430,1161,10534,5391,4353,1084,10457,197,1235,4504,4869,1977,939,2330,7043,86920,163277,88717,0
85533,81544,74948,72027,92101,81693,80808,97638,12105,16094,22690,25611,4725,736,5860,8781,3840,149,6745,9666,6568,10557,17153,20074,167077,352240,146975,0
216728,195506,193847,194652,217922,233362,228834,227745,11017,32239,33898,33093,12106,33328,34987,34182,16634,37856,39515,38710,1194,22416,24075,23270,412234,907863,388499,0
105768,98109,93564,99767,107482,104683,104609,107114,1346,9005,13550,7347,1159,6500,11045,4842,1085,6574,11119,4916,1714,9373,13918,7715,203877,423888,193331,0
14758,16631,14635,9407,15641,15338,16246,38049,23291,21418,23414,28642,1488,385,1611,6839,580,1293,703,5931,883,990,1006,6234,31389,85274,24042,0
5879,7362,7492,8328,8054,7331,7702,52603,46724,45241,45111,44275,1823,340,210,626,1452,31,161,997,2175,692,562,274,13241,75690,15820,0
11714,14174,11920,7068,13083,12754,13338,27581,15867,13407,15661,20513,1624,836,1418,6270,1040,1420,834,5686,1369,1091,1163,6015,25888,66756,18988,0
74254,75211,75993,95468,74934,77717,78190,90459,16205,15248,14466,5009,3936,2979,2197,17278,3463,2506,1724,17751,680,277,1059,20534,149465,321300,171461,0
455,381,325,266,367,348,410,268,187,113,57,2,45,29,85,144,107,33,23,82,88,14,42,101,836,1393,591,0
70380,68161,68108,84521,63052,70435,61864,77801,7421,9640,9693,6720,8516,6297,6244,22657,55,2274,2327,14086,7328,5109,5056,21469,138541,273152,152629,0
61034,60231,56918,56504,68214,72329,67877,73053,12019,12822,16135,16549,6843,7646,10959,11373,11295,12098,15411,15825,7180,7983,11296,11710,121265,281473,113422,0
9187,11465,9991,27318,13125,11533,11706,30286,21099,18821,20295,2968,2519,241,1715,15612,2346,68,1542,15785,3938,1660,3134,14193,20652,66650,37309,0
78058,64393,68357,73695,63598,56719,68341,99024,20966,34631,30667,25329,9717,3948,16,5354,21339,7674,11638,16976,14460,795,4759,10097,142451,287682,142052,0
10986,10048,9637,6858,11182,8529,13104,5916,5070,4132,3721,942,2118,3056,3467,6246,2457,1519,1108,1671,196,1134,1545,4324,21034,38731,16495,0
1332,1416,1524,1003,1818,1735,1725,19746,18414,18330,18222,18743,393,309,201,722,403,319,211,732,486,402,294,815,2748,25024,2527,0
125997,117257,112324,151936,109875,113705,117072,163579,37582,46322,51255,11643,8925,185,4748,34864,12292,3552,1381,38231,16122,7382,2449,42061,243254,504231,264260,0
85624,88467,74475,95780,85611,77700,81964,67881,17743,20586,6594,27899,3660,6503,7489,13816,7924,10767,3225,18080,13,2856,11136,10169,174091,313156,170255,0
86185,77165,79707,86231,86739,88227,99157,128267,42082,51102,48560,42036,12972,21992,19450,12926,2042,11062,8520,1996,554,9574,7032,508,163350,402390,165938,0
50820,43262,44729,63084,44959,45857,45707,33556,17264,9706,11173,29528,5113,2445,978,17377,4963,2595,1128,17227,5861,1697,230,18125,94082,170079,107813,0
11547,11315,12017,6569,12046,11491,12362,3719,7828,7596,8298,2850,815,1047,345,5793,56,176,526,4922,499,731,29,5477,22862,39618,18586,0
143397,135091,140682,113186,141453,123131,153037,177823,34426,42732,37141,64637,9640,17946,12355,39851,20266,11960,17551,9945,1944,6362,771,28267,278488,595444,253868,0
134093,133302,125038,119475,135658,133898,137434,148277,14184,14975,23239,28802,3341,4132,12396,17959,195,596,8860,14423,1565,2356,10620,16183,267395,555267,244513,0
142279,131684,131449,141340,142735,140650,152858,194368,52089,62684,62919,53028,10579,21174,21409,11518,1629,8966,9201,690,456,11051,11286,1395,273963,630611,272789,0
15989,13657,11274,28395,12214,10651,14681,22511,6522,8854,11237,5884,1308,1024,3407,13714,5338,3006,623,17744,3775,1443,940,16181,29646,60057,39669,0
15344,14403,12121,19842,13467,13633,14859,40435,25091,26032,28314,20593,485,456,2738,4983,1711,770,1512,6209,1877,936,1346,6375,29747,82394,31963,0
155923,145132,136940,133061,144376,135971,143708,187734,31811,42602,50794,54673,12215,1424,6768,10647,19952,9161,969,2910,11547,756,7436,11315,301055,611789,270001,0
22406,21182,23217,25476,21010,21567,23413,19744,2662,1438,3473,5732,1007,2231,196,2063,839,385,1650,3909,1396,172,2207,4466,43588,85734,48693,0
121096,115018,110953,111526,119454,119601,116498,131007,9911,15989,20054,19481,4598,1480,5545,4972,1495,4583,8648,8075,1642,4436,8501,7928,236114,486560,222479,0
38036,38420,36002,57114,35361,34843,37248,47088,9052,8668,11086,10026,788,1172,1246,19866,3193,3577,1159,22271,2675,3059,641,21753,76456,154540,93116,0
26036,26157,24313,14732,28576,27850,28591,36834,10798,10677,12521,22102,2555,2434,4278,13859,1814,1693,3537,13118,2540,2419,4263,13844,52193,121851,39045,0
153105,157918,145856,140275,158290,151877,155818,167052,13947,9134,21196,26777,2713,2100,9962,15543,1228,6041,6021,11602,5185,372,12434,18015,311023,633037,286131,0
60822,54856,57060,83970,64986,63326,63855,103487,42665,48631,46427,19517,3033,8999,6795,20115,2504,8470,6266,20644,4164,10130,7926,18984,115678,295654,141030,0
16735,15596,13333,32885,15755,15281,14148,23796,7061,8200,10463,9089,2587,1448,815,18737,1454,315,1948,17604,980,159,2422,17130,32331,68980,46218,0
1196,1374,1222,773,1605,1424,1454,551,645,823,671,222,258,80,232,681,228,50,202,651,409,231,383,832,2570,5034,1995,0
